IDENTIFIKATOR_KLIJENTA,DOB,VRSTA_ZAPOSLENJA,CLV_SCORE,CHURN_RISK,FUTURE_POTENTIAL,PRIORITY_SCORE,SEGMENT,PREPORUCENA_AKCIJA,aktivnih_proizvoda,has_kredit,tenure_years,days_since_txn,prigovori_6m
RTTJ8M4X63N5,36,ZAPOSLEN,58.70230937144846,0.0,50.0,38.04580828000696,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,4.0,0.0,11.432876712328767,0.0,0.0
04UB6KF9749O,49,ZAPOSLEN,56.147341866766325,8.433734939759036,60.0,38.02506362927183,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,6.0,0.0,28.4986301369863,0.0,0.0
B6TZVU8OXIZU,23,STUDENT                         ,53.058943160667944,1.7315980759133254,55.0,38.01326933659911,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,5.0,0.0,6.791780821917809,0.0,0.0
HFODKDL4ZNO1,36,ZAPOSLEN,17.142913546177397,40.0,64.0,38.00001974116209,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,29.33150684931507,104.0,0.0
PWWRLRTAHW04,69,UMIROVLJENIK,83.14316405814434,0.0,15.5,37.97510742035051,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,8.0,1.0,25.613698630136987,0.0,0.0
7GB51YJVCB8C,35,ZAPOSLEN,57.45266028554746,0.888888888888889,50.0,37.963986655497166,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,3.0,0.0,17.01095890410959,4.0,0.0
ZSA4IXNUCFXL,62,NEZAPOSLEN,53.238839519239825,22.56001430177716,21.0,37.9075995524448,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,6.0,0.0,28.953424657534246,0.0,0.0
MRYLY2K06WI4,24,OSTALO,38.75120400040898,0.22222222222222224,77.0,37.90181028903203,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,3.0,0.0,10.484931506849316,1.0,0.0
2DVP7L2HQ7V3,24,ZAPOSLEN,42.76524156111977,1.6944444444444455,69.0,37.8956123241697,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,3.0,0.0,10.334246575342465,2.0,0.0
RAECRLSO9P2G,71,UMIROVLJENIK,69.64461730706512,11.587229522794155,15.5,37.88550786659045,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,6.0,1.0,16.002739726027396,6.0,0.0
G5R8CPL7KFOA,68,UMIROVLJENIK,77.54376943965927,4.666666666666666,15.5,37.88198597054741,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,6.0,1.0,22.805479452054794,0.0,0.0
YPS2DARNAOTR,56,NEZAPOSLEN,11.067501510825,66.88888888888889,29.0,37.87918108434431,SPASI,📞  Potrebna intervencija bankara,2.0,0.0,10.183561643835617,31.0,0.0
GT5KF1BFS0DG,62,UMIROVLJENIK,55.213497189266754,24.186225527767697,15.5,37.87421422735044,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,3.0,0.0,26.424657534246574,1.0,0.0
QMZGTJK1MT5W,81,UMIROVLJENIK,50.2983135530953,29.68079959052103,13.5,37.851729579791765,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,2.0,0.0,32.18630136986302,24.0,0.0
08TJNJJR0IJA,72,UMIROVLJENIK,54.241826119337276,24.94400579672404,15.5,37.83724146045766,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,2.0,1.0,10.194520547945206,10.0,0.0
TDYI2AJZ5HCW,65,ZAPOSLEN,41.671232978424015,16.8652339020595,46.0,37.831025103272204,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,3.0,0.0,12.561643835616438,10.0,0.0
E6VRV12HP7M0,74,UMIROVLJENIK,40.39009027042688,37.032997531893315,15.5,37.824730607406735,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,2.0,0.0,27.8,0.0,0.0
ZT8R9AOZA7ZN,44,ZAPOSLEN,22.288007511288008,40.0,56.0,37.800802628950805,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,6.0,0.0,2.4383561643835616,123.0,0.0
XCO2IVTVUN5Q,67,OSTALO,34.23385966551434,45.157722360764794,31.0,37.794939827235936,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,2.0,0.0,6.131506849315069,13.0,0.0
BXR7BNAQLLKD,62,UMIROVLJENIK,43.12356035144729,31.090017023700074,21.0,37.77925293248658,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,4.0,0.0,14.441095890410958,0.0,0.0
TN9Q25R8EZRB,26,SAMOZAPOSLEN,7.195187106947952,40.0,77.0,37.76831548743178,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,10.621917808219179,180.0,0.0
CTVC1OXLV3DP,57,UMIROVLJENIK,46.26659764250337,27.05909945737904,23.0,37.76694895782779,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,4.0,0.0,27.8,0.0,0.0
CMP0VZQB98E7,73,UMIROVLJENIK,68.60973558815286,12.193237828151553,15.5,37.76570258711412,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,5.0,0.0,16.86849315068493,5.0,0.0
6O8P5BRRYEOA,40,OSTALO,38.15546703458254,17.249768731701746,50.0,37.75432095478459,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,3.0,0.0,10.449315068493151,10.0,0.0
21YN5OR2NRX3,55,UMIROVLJENIK,33.428584764275755,41.69121408031503,17.5,37.751490299622525,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,2.0,0.0,17.378082191780823,0.0,0.0
GOLKRMAUG3FS,60,ZAPOSLEN,31.252340219598736,35.77777777777778,50.0,37.74943018797067,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,4.0,0.0,3.884931506849315,71.0,0.0
5D1QSR4NCN53,45,ZAPOSLEN,6.920679700279257,52.666666666666664,57.0,37.73890456176441,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,9.136986301369863,57.0,0.0
UVKWBJFTII2Y,44,ZAPOSLEN,32.10782023731664,40.0,42.0,37.73773708306082,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,10.36986301369863,256.0,0.0
VW2YDI6LZ620,78,UMIROVLJENIK,34.06981654491177,43.574776448874246,13.5,37.729346370268814,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,2.0,0.0,19.08219178082192,0.0,0.0
4OBKBUB3U0OL,66,UMIROVLJENIK,78.85643077467701,4.333333333333335,13.5,37.70808410447029,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,10.0,1.0,25.26027397260274,7.0,0.0
JUOZH1I05E5Q,59,ZAPOSLEN,37.11138954410398,37.401335644650594,39.0,37.69952059829663,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,4.0,1.0,7.232876712328767,8.0,0.0
M63RQWESXFD5,64,UMIROVLJENIK,82.34700551247315,0.0,15.5,37.696451929365594,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,5.0,1.0,27.827397260273973,0.0,0.0
URJ91PST8DF7,61,UMIROVLJENIK,62.38104154180203,17.455592103995258,15.5,37.69060138122881,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,5.0,0.0,10.564383561643835,4.0,0.0
8GLNQZN1THZR,61,ZAPOSLEN,41.97074157985895,0.0,72.0,37.68975955295063,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,2.0,0.0,18.21095890410959,0.0,0.0
2A7BV7GN6II4,47,ZAPOSLEN,57.66266117785871,5.0033675156239985,42.0,37.683278418500144,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,6.0,0.0,13.887671232876713,0.0,0.0
XE4FON9XSSWL,63,ZAPOSLEN,48.46248261851865,19.882151168537515,31.0,37.66472938389653,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,3.0,0.0,27.364383561643837,1.0,0.0
LYH8DUG2LLZG,73,UMIROVLJENIK,21.205857491354166,67.11111111111111,13.5,37.64149456641841,SPASI,📞  Potrebna intervencija bankara,5.0,0.0,9.819178082191781,32.0,0.0
S21NUGJT1DBM,46,ZAPOSLEN,11.320357008149077,46.666666666666664,60.0,37.62879161951884,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,30.0,0.0
5VNNNC2BLSCU,75,UMIROVLJENIK,54.05160143538335,24.58234617798663,15.5,37.62599897357882,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,5.0,0.0,10.295890410958904,11.0,0.0
13CQV2Q483T6,34,ZAPOSLEN,47.47841081884521,20.0,52.0,37.61744378659583,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,7.0,1.0,7.167123287671233,127.0,0.0
HIH7GOMG8DIO,63,UMIROVLJENIK,77.76733637696475,3.804347826086957,15.5,37.61530686237244,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,4.0,1.0,26.39178082191781,0.0,0.0
2ZDWK1ZS73UY,21,ZAPOSLEN,41.108282147784784,11.15124919934452,55.0,37.598398431462485,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,3.0,0.0,10.654794520547945,0.0,0.0
2DU4SV6VUPZ8,81,UMIROVLJENIK,46.065026666147716,32.65657777915496,13.5,37.560390444813684,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,2.0,0.0,16.915068493150685,2.0,0.0
VOJ68DPYK05K,59,UMIROVLJENIK,13.40903954194874,72.44444444444444,15.5,37.54594161745984,SPASI,📞  Potrebna intervencija bankara,2.0,0.0,17.876712328767123,56.0,0.0
M4HKFWB4EJVC,87,UMIROVLJENIK,64.07264883650797,16.79449168009571,13.5,37.51822376481607,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,5.0,0.0,13.868493150684932,7.0,0.0
8ITF8UML7XWB,60,ZAPOSLEN,7.133134112447987,40.0,76.0,37.49659693935679,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,10.432876712328767,407.0,0.0
NV3PFTX4ORBB,92,UMIROVLJENIK,58.59345853539652,20.28438707364574,15.5,37.49646531684708,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,4.0,0.0,46.31506849315068,5.0,0.0
39EL8RWM5XA3,56,UMIROVLJENIK,80.28043135301432,0.0,17.5,37.47315097355501,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,6.0,1.0,19.41917808219178,0.0,0.0
U5IMJ3DWM54U,71,UMIROVLJENIK,65.2879984230413,14.353663868356001,15.5,37.46726499540685,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,10.0,0.0,29.912328767123288,2.0,0.0
7QLXCXVBN5ZF,67,UMIROVLJENIK,78.74381887499062,2.570960240852047,15.5,37.46372070258754,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,7.0,0.0,26.446575342465753,0.0,0.0
HNZNXA0DWSMN,66,ZAPOSLEN,59.351938785113845,9.831808605700244,31.0,37.455902017069945,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,4.0,0.0,29.898630136986302,1.0,0.0
OLTEYMOKCTTD,77,UMIROVLJENIK,36.97969521493647,40.33333333333333,13.5,37.4512266585611,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,2.0,0.0,20.706849315068492,24.0,0.0
S2TP410PKH5J,52,ZAPOSLEN,67.44468104455638,0.22222222222222224,35.0,37.44452725448362,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,10.0,0.0,28.46301369863014,1.0,0.0
A74UZOAYINAX,74,UMIROVLJENIK,21.094216117019947,66.66666666666666,13.5,37.42464230762364,SPASI,📞  Potrebna intervencija bankara,3.0,0.0,26.578082191780823,30.0,0.0
I2TGPYWJ36SL,57,UMIROVLJENIK,79.7732868630878,0.3124999999999989,17.5,37.42065040208073,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,5.0,1.0,30.07123287671233,0.0,0.0
WYQPYNQTSKE5,73,UMIROVLJENIK,64.21050172848734,16.42935617120297,13.5,37.420418073451756,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,4.0,0.0,14.441095890410958,1.0,0.0
WUWIF8K02IEY,55,OSTALO,50.59919155067016,17.39180959124805,31.0,37.416440879233775,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,5.0,0.0,17.378082191780823,6.0,0.0
FSBK47KVLA3V,49,ZAPOSLEN,46.827992151733156,20.0,52.0,37.38979725310661,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,7.0,0.0,20.02191780821918,112.0,0.0
BZU3SWDHSHPR,82,UMIROVLJENIK,59.997195831756045,20.0,13.5,37.374018541114616,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,12.0,0.0,30.164383561643834,0.0,0.0
862JAZGRHI7T,15,OSTALO,32.436584719540505,18.17760219015109,55.0,37.37384552789961,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,2.0,0.0,6.147945205479452,4.0,0.0
WLGCM4I70TEO,73,UMIROVLJENIK,56.50483744989957,18.33869758039528,21.0,37.362172139622956,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,6.0,0.0,33.5972602739726,7.0,0.0
3OF7XQHW84OG,60,ZAPOSLEN,9.149094533748606,49.111111111111114,58.0,37.34662753125646,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,9.276712328767124,41.0,0.0
DRSP9FPE67EY,34,ZAPOSLEN,12.293813098020145,51.33333333333333,50.0,37.33616791764038,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,2.0,0.0,13.857534246575343,51.0,0.0
3SBO8PHM3WZY,48,ZAPOSLEN,6.018000207669875,52.44444444444444,57.0,37.334077850462236,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,7.156164383561644,56.0,0.0
2Q70QEP2DUI0,61,ZAPOSLEN,11.450272549661856,49.55555555555556,54.0,37.32981761460387,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,19.972602739726028,43.0,0.0
4604ISMIH06I,53,ZAPOSLEN,59.46571652925861,6.912544686567274,35.0,37.328018659867425,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,3.0,1.0,10.465753424657533,4.0,0.0
RKSXZ1V1NKM3,58,UMIROVLJENIK,44.147919607221695,45.0,15.5,37.32677186252759,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,4.0,1.0,27.827397260273973,30.0,0.0
HCYVBIZM2HYW,54,ZAPOSLEN,44.100235945783346,22.848242836455633,31.0,37.324379715606426,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,2.0,0.0,29.323287671232876,5.0,0.0
QDY51S03WDC4,53,ZAPOSLEN,11.646873826469836,49.333333333333336,54.0,37.30973917259777,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,2.0,0.0,9.972602739726028,42.0,0.0
XKEQ0EZGQBXU,56,ZAPOSLEN,49.60944983643403,15.488099995480484,35.0,37.3085474409441,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,3.0,0.0,9.87945205479452,4.0,0.0
X6R0DNUQ3DZP,74,UMIROVLJENIK,60.94221777033865,17.7476404726812,15.5,37.30383240869101,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,8.0,0.0,30.07123287671233,8.0,0.0
0LT8ESHXRMDF,71,UMIROVLJENIK,72.80073351632804,3.9153741911810145,21.0,37.29640640718722,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,8.0,0.0,18.421917808219177,4.0,0.0
9F2NQYCCWV4R,55,ZAPOSLEN,48.82515744111048,21.75392627492814,46.0,37.290375614359924,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,7.0,1.0,10.252054794520548,6.0,0.0
IH8SP2L2VMKM,29,ZAPOSLEN,52.96776335982686,0.0,55.0,37.2887171759394,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,4.0,0.0,10.520547945205479,0.0,0.0
AK9L3VG24QH3,77,UMIROVLJENIK,60.42520080077915,18.15926073755405,15.5,37.28752457529432,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,3.0,0.0,29.81917808219178,0.0,0.0
JGUGZKR2AP3C,53,ZAPOSLEN,40.49985205306237,11.511986152427676,54.0,37.2797426795429,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,2.0,0.0,25.865753424657534,2.0,0.0
P7CHRH1OEQ02,80,UMIROVLJENIK,38.41146851515894,38.53100810864094,13.5,37.231417223762,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,2.0,0.0,27.8,0.0,0.0
I8P8UDB7SZ57,59,UMIROVLJENIK,75.18528171675872,5.095607235142119,15.5,37.228091494922396,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,11.0,1.0,13.991780821917809,2.0,0.0
I2EN9XDMVUJZ,66,UMIROVLJENIK,79.98283427637207,0.8054391463586419,15.5,37.19116765527368,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,6.0,1.0,29.764383561643836,0.0,0.0
RJYPWIFD9026,76,UMIROVLJENIK,62.21070071519812,17.53023072791459,13.5,37.16083754148518,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,9.0,0.0,16.317808219178083,1.0,0.0
HF5C6ONSRVQY,69,UMIROVLJENIK,82.2188465943161,0.0,13.5,37.15159630801064,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,8.0,1.0,15.783561643835617,0.0,0.0
41Y0J6DN1E71,71,UMIROVLJENIK,79.19469337643216,1.3333333333333333,15.5,37.12647601508459,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,6.0,1.0,29.767123287671232,6.0,0.0
5A48EDQ20G6A,60,ZAPOSLEN,29.46431872912411,35.77777777777778,50.0,37.12362266630455,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,2.0,0.0,13.778082191780822,71.0,0.0
FS6NCEW862CH,48,ZAPOSLEN,8.414796482413761,50.44444444444444,56.0,37.12295654662259,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,13.887671232876713,47.0,0.0
XA0QKF9CME0O,52,ZAPOSLEN,40.48911520134541,9.842829747417902,76.0,37.10832221943805,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,4.0,0.0,3.5287671232876714,14.0,0.0
WY2Y4S12CUVH,90,UMIROVLJENIK,64.772493693357,13.90180619901091,15.5,37.10609527227932,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,3.0,0.0,26.561643835616437,0.0,0.0
WH8V9591LY7O,58,ZAPOSLEN,58.13526817668761,20.0,35.0,37.09734386184066,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,6.0,1.0,27.852054794520548,173.0,0.0
KAAKVE2UWCBU,76,UMIROVLJENIK,60.86541041095848,18.53998811193967,13.5,37.09388888861133,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,5.0,0.0,29.98904109589041,5.0,0.0
2OBTP9XQSJ0Q,56,ZAPOSLEN,9.494201159383747,50.666666666666664,54.0,37.08963707245098,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,2.0,0.0,6.197260273972603,48.0,0.0
PJYZAAV1F38A,64,ZAPOSLEN,44.53191572141796,20.0,54.0,37.08617050249629,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,4.0,1.0,7.345205479452055,90.0,0.0
V1JAF4M33IB4,56,ZAPOSLEN,12.247845723553382,48.22222222222222,54.0,37.07563489213258,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,23.26027397260274,37.0,0.0
OZ9GP0KMLQU3,68,UMIROVLJENIK,80.52293490041808,0.0,15.5,37.058027215146325,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,8.0,1.0,27.827397260273973,0.0,0.0
62QKK0D25DH3,39,ZAPOSLEN,18.682514654104065,20.0,90.0,37.03888012893643,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,2.0,0.0,16.216438356164385,213.0,0.0
GSN8LG2R0V3T,71,UMIROVLJENIK,71.94715352153283,8.662553210529634,13.5,37.02152501674834,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,12.0,1.0,10.263013698630138,2.0,0.0
9R3NHOWJP696,63,UMIROVLJENIK,69.42923664710897,10.814454578844462,13.5,37.00101465802592,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,5.0,1.0,25.695890410958903,1.0,0.0
ENFPEENY7CRB,41,ZAPOSLEN,64.93574718404959,0.00549367989735039,37.0,36.979708986376295,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,8.0,0.0,9.986301369863014,0.0,0.0
36XD4S3KIXZL,45,ZAPOSLEN,63.4784639820611,0.0,59.0,36.967462393721384,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,8.0,1.0,10.2,0.0,0.0
0GSIQ65GE2MS,75,UMIROVLJENIK,13.175924427336435,72.44444444444444,13.5,36.96435132734553,SPASI,📞  Potrebna intervencija bankara,2.0,0.0,13.917808219178083,56.0,0.0
HV90B9VG0XUY,66,UMIROVLJENIK,73.0415893369322,7.547008547008546,13.5,36.95835968672969,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,9.0,1.0,8.663013698630136,8.0,0.0
8M18R95OK596,82,UMIROVLJENIK,57.05994768490719,16.819591029663307,21.0,36.94881810158284,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,4.0,0.0,30.07123287671233,0.0,0.0
7DVEL93LFQBK,64,UMIROVLJENIK,36.77729731755098,39.190236184510994,13.5,36.92314853494724,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,2.0,0.0,27.827397260273973,0.0,0.0
8WC6MUE6J2JY,68,UMIROVLJENIK,72.96686147611146,6.243055555555555,15.5,36.91062373886123,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,12.0,1.0,10.224657534246575,7.0,0.0
6GOAX7FSTF23,53,ZAPOSLEN,11.244659578117925,48.66666666666667,54.0,36.902297519007945,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,2.0,0.0,10.871232876712329,39.0,0.0
RKXV6L7HLEFL,46,ZAPOSLEN,16.280247674242364,33.55555555555556,71.0,36.87030890820705,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,2.0,0.0,6.975342465753425,61.0,0.0
8LIP33HGFEPK,55,ZAPOSLEN,13.178225988043092,40.0,65.0,36.862379095815086,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,3.0,0.0,7.213698630136986,180.0,0.0
GPFBM8FDUEPP,47,ZAPOSLEN,23.191745492582506,45.55229045739429,42.0,36.8380271053616,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,4.0,0.0,18.084931506849315,10.0,0.0
27AUB5SNJFB1,63,UMIROVLJENIK,58.85111372111567,19.605731944543866,13.5,36.81518258020803,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,5.0,0.0,17.55068493150685,0.0,0.0
9D4XQAF97B32,26,ZAPOSLEN,7.2281106487088405,40.0,73.0,36.779838727048094,RAZVIJAJ,📱  Automatska nagrada putem aplikacije,1.0,0.0,10.693150684931506,499.0,0.0
4PTD0EVMKFER,57,ZAPOSLEN,12.718816811435973,49.55555555555556,50.0,36.77380810622481,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,1.0,0.0,26.53972602739726,43.0,0.0
Z3DDP60GGFI9,49,ZAPOSLEN,54.00134933856984,5.932571050406263,42.0,36.77350068866195,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,4.0,0.0,28.73972602739726,0.0,0.0
4IRY7P8XPY1Y,65,UMIROVLJENIK,55.301814782562374,21.33892104636878,15.5,36.76620359244434,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,5.0,0.0,26.545205479452054,0.0,0.0
CQB696OSXIC7,36,NEZAPOSLEN,51.81283406571394,4.060922291598384,48.0,36.75886083963923,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,4.0,0.0,6.857534246575343,0.0,0.0
KRBWRTOP6AUH,39,ZAPOSLEN,10.738607657913859,40.0,68.0,36.758512680269845,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,2.0,0.0,10.542465753424658,180.0,0.0
7UJPFY2HJGE3,73,UMIROVLJENIK,78.37672648422291,1.1111111111111112,15.5,36.751298713922466,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,7.0,0.0,27.904109589041095,5.0,0.0
NMQ46ZGA9O7T,32,ZAPOSLEN,41.0842926965949,0.888888888888889,68.0,36.73505799936377,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,2.0,0.0,10.139726027397261,4.0,0.0
MSRP15N6545W,55,ZAPOSLEN,23.516376205098048,40.0,50.0,36.73073167178431,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,2.0,0.0,13.520547945205479,135.0,0.0
KGNHF20BVR7E,49,ZAPOSLEN,45.04612123080317,26.14697365218929,42.0,36.72493189165682,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,6.0,1.0,4.7534246575342465,11.0,0.0
YZXDSKPIRLOI,29,ZAPOSLEN,17.05093411772468,40.0,59.0,36.71782694120364,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,2.0,0.0,10.558904109589042,104.0,0.0
L0MD01L3PQWZ,62,ZAPOSLEN,44.15297874268683,11.843994205399882,46.0,36.691140242100346,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,2.0,0.0,26.736986301369864,6.0,0.0
KQYH6MXUEG0O,64,UMIROVLJENIK,75.23735023901591,3.7026532745006975,15.5,36.689133893455846,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,6.0,1.0,29.326027397260273,9.0,0.0
JCBAMETRT1GP,40,ZAPOSLEN,13.378918156918065,40.0,64.0,36.682621354921324,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,2.0,0.0,17.6,240.0,0.0
071CN8RWH9WB,56,UMIROVLJENIK,60.83524078432755,15.025567800401324,17.5,36.677561394675166,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,3.0,1.0,27.827397260273973,0.0,0.0
2WYRFCB8XB87,48,ZAPOSLEN,52.0623687514093,6.126262626262627,44.0,36.67233411349831,RAZVIJAJ PREMIUM,📱  Automatska nagrada putem aplikacije,5.0,0.0,10.432876712328767,2.0,0.0
N3OZP5QTXADN,67,UMIROVLJENIK,45.18281555792366,31.206805032839227,13.5,36.671707458408974,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,3.0,0.0,27.904109589041095,8.0,0.0
YJYSSQLB3IUE,55,UMIROVLJENIK,77.97908165650051,0.0,17.5,36.66767857977518,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,7.0,1.0,21.438356164383563,0.0,0.0
9BAKEDN08AV8,65,UMIROVLJENIK,78.36372425065291,0.888888888888889,15.5,36.65785904328407,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,7.0,1.0,19.69041095890411,4.0,0.0
PC66WB8W10OJ,67,UMIROVLJENIK,76.93396780029393,2.0338511162040565,15.5,36.6154291765845,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,8.0,1.0,26.293150684931508,8.0,0.0
U3RGE96ZSQ4M,73,UMIROVLJENIK,59.017743080708755,17.699599518360678,15.5,36.61104988559234,ODRŽAVAJ,📱  Loyalty nagrada putem aplikacije,9.0,0.0,30.07123287671233,1.0,0.0
